,DATE DE CLASSEMENT,TYPOLOGIE ÉTABLISSEMENT,CLASSEMENT,CATÉGORIE,MENTION (villages de vacances),NOM COMMERCIAL,ADRESSE,CODE POSTAL,COMMUNE,SITE INTERNET,TYPE DE SÉJOUR,CAPACITÉ D'ACCUEIL (PERSONNES),NOMBRE DE CHAMBRES,NOMBRE D'EMPLACEMENTS,NOMBRE D'UNITES D'HABITATION (résidences de tourisme),NOMBRE DE LOGEMENTS (villages de vacances),classement prorogé
8682,29/03/2022,HÔTEL DE TOURISME,4 étoiles,0,0,HÔTEL CHÂTEAU D'AYRES,0,48150,MEYRUEIS,0,0,58,29,0,0,0,non
8683,21/12/2022,HÔTEL DE TOURISME,4 étoiles,0,0,HÔTEL CHÂTEAU D'IGÉ,252 rue du château,71960,IGÉ,http://www.chateaudige.com/fr/,0,48,17,0,0,0,non
8684,25/10/2022,HÔTEL DE TOURISME,5 étoiles,0,0,HÔTEL CHÂTEAU D'ISENBOURG,0,68250,ROUFFACH,0,0,87,41,0,0,0,non
8685,27/06/2022,HÔTEL DE TOURISME,4 étoiles,0,0,HÔTEL CHÂTEAU D'YGRANDE,Le Mont,03160,YGRANDE,0,0,43,19,0,0,0,non
8686,19/05/2022,HÔTEL DE TOURISME,5 étoiles,0,0,HÔTEL CHÂTEAU DE BEAULIEU,1098 route de Lillers,62350,BUSNES,https://www.lechateaudebeaulieu.fr/,0,42,21,0,0,0,non
8687,25/08/2023,HÔTEL DE TOURISME,4 étoiles,0,0,HÔTEL CHÂTEAU DE BELLEFONTAINE,49 rue de Bellefontaine,14400,BAYEUX,0,0,61,20,0,0,0,non
8688,05/08/2022,HÔTEL DE TOURISME,5 étoiles,0,0,HÔTEL CHÂTEAU DE BERNE,Chemin des Imberts,83780,FLAYOSC,https://www.chateauberne.com/,0,68,34,0,0,0,non
8689,14/12/2023,HÔTEL DE TOURISME,3 étoiles,0,0,HÔTEL CHÂTEAU DE BRIANÇON,846 route de Briançon,49140,0,0,0,30,14,0,0,0,non
8690,21/02/2022,HÔTEL DE TOURISME,4 étoiles,0,0,HÔTEL CHÂTEAU DE CHAMPLONG,100 chemin de la Chapelle,42300,VILLEREST,0,0,24,12,0,0,0,non
8691,28/02/2023,HÔTEL DE TOURISME,4 étoiles,0,0,HÔTEL CHÂTEAU DE CHAPEAU CORNU,312 rue de la garenne,38890,VIGNIEU,0,0,92,44,0,0,0,non
8692,25/11/2019,HÔTEL DE TOURISME,3 étoiles,0,0,HÔTEL CHÂTEAU DE CHICAMOUR,0,45530,0,0,0,26,12,0,0,0,non
8693,05/04/2023,HÔTEL DE TOURISME,4 étoiles,0,0,HÔTEL CHÂTEAU DE COCOVE,2 avenue de cocove,62890,0,http://www.chateaudecocove.com/,0,54,25,0,0,0,non
8694,30/06/2020,HÔTEL DE TOURISME,4 étoiles,0,0,HÔTEL CHÂTEAU DE CÎTEAUX LA CUEILLETTE,18 rue de Cîteaux,21190,MEURSAULT,https://www.lacueillette.com/fr,0,40,19,0,0,0,non
8695,08/03/2023,HÔTEL DE TOURISME,4 étoiles,0,0,HÔTEL CHÂTEAU DE DRUDAS,Le village,31480,DRUDAS,http://www.chateaudedrudas.com,0,60,23,0,0,0,non
8696,11/07/2022,HÔTEL DE TOURISME,4 étoiles,0,0,HÔTEL CHÂTEAU DE FIAC,51 rue chaminade,81500,FIAC,https://www.chateaudefiac.com/,0,32,16,0,0,0,non
8697,30/06/2021,HÔTEL DE TOURISME,3 étoiles,0,0,HÔTEL CHÂTEAU DE L'AUBRIÈRE,11 route de Fondettes,37390,0,https://www.aubriere.fr/,0,25,12,0,0,0,non
8698,31/01/2024,HÔTEL DE TOURISME,3 étoiles,0,0,HÔTEL CHÂTEAU DE LA BERCHÈRE,La Berchère,21700,0,http://www.hotelchateaudelaberchere.com,0,52,19,0,0,0,non
8699,21/10/2020,HÔTEL DE TOURISME,4 étoiles,0,0,HÔTEL CHÂTEAU DE LA BÉGUDE,route de Roquefort les Pins,06650,OPIO,0,0,89,41,0,0,0,non
8700,10/11/2020,HÔTEL DE TOURISME,5 étoiles,0,0,HÔTEL CHÂTEAU DE LA CHÈVRE D'OR,Rue du Barri,06360,ÈZE,https://www.chevredor.fr/,0,124,45,0,0,0,non
8701,25/03/2022,HÔTEL DE TOURISME,4 étoiles,0,0,HÔTEL CHÂTEAU DE LA DAME BLANCHE,1 chemin de la Goulotte,25870,GENEUILLE,0,0,70,35,0,0,0,non
8702,08/12/2022,HÔTEL DE TOURISME,3 étoiles,0,0,HÔTEL CHÂTEAU DE LA MARLIÈRE,0,59610,FOURMIES,https://chateaudelamarliere.com/,0,36,16,0,0,0,non
8703,21/12/2022,HÔTEL DE TOURISME,3 étoiles,0,0,HÔTEL CHÂTEAU DE LA MOTTE FENELON,Square Du Château,59400,CAMBRAI,0,0,74,37,0,0,0,non
8704,01/03/2022,HÔTEL DE TOURISME,3 étoiles,0,0,HÔTEL CHÂTEAU DE LA ROQUE,Hébécrevon,50180,THÈREVAL,0,0,28,11,0,0,0,non
8705,17/02/2022,HÔTEL DE TOURISME,4 étoiles,0,0,HÔTEL CHÂTEAU DE LA ROZELLE,15 bis rue de la Rozelle,41120,CELLETTES,https://www.chateaudelarozelle.com/fr/,0,54,24,0,0,0,non
8706,10/03/2022,HÔTEL DE TOURISME,3 étoiles,0,0,HÔTEL CHÂTEAU DE LA RÂPÉE,0,27140,0,0,0,24,12,0,0,0,non
8707,26/04/2019,HÔTEL DE TOURISME,4 étoiles,0,0,HÔTEL CHÂTEAU DE LA TOUR,10 avenue Font de Veyre,06150,0,www.hotelchateaudelatour.com,0,74,34,0,0,0,non
8708,25/11/2020,HÔTEL DE TOURISME,4 étoiles,0,0,HÔTEL CHÂTEAU DE LA TREYNE,0,46200,LACAVE,0,0,34,17,0,0,0,non
8709,15/06/2022,HÔTEL DE TOURISME,4 étoiles,0,0,HÔTEL CHÂTEAU DE LACAN,Rue Jean Macé,19100,0,https://hotelchateaulacan.fr/,0,30,15,0,0,0,non
8710,30/11/2021,HÔTEL DE TOURISME,3 étoiles,0,0,HÔTEL CHÂTEAU DE LONGCOL,0,12270,LA FOUILLADE,https://www.chateaudelongcol.com/,0,27,11,0,0,0,non
8711,28/07/2020,HÔTEL DE TOURISME,4 étoiles,0,0,HÔTEL CHÂTEAU DE LONGPRÉ,RD 624,09120,VARILHES,https://www.chateaudelongpre.fr,0,16,8,0,0,0,non
8712,23/12/2022,HÔTEL DE TOURISME,3 étoiles,0,0,HÔTEL CHÂTEAU DE L’HERMITAGE,8 rue du parc,95300,ENNERY,https://hermitage.hotelpreference.com/fr/,0,26,13,0,0,0,non
8713,24/12/2021,HÔTEL DE TOURISME,4 étoiles,0,0,HÔTEL CHÂTEAU DE MASSILLAN,730 chemin de Massillan,84100,UCHAUX,https://www.chateaudemassillan.fr/,0,64,32,0,0,0,non
8714,23/11/2020,HÔTEL DE TOURISME,4 étoiles,0,0,HÔTEL CHÂTEAU DE MERCUÈS,Route du Château,46090,MERCUÈS,https://chateaudemercues.com/overview.html,0,67,30,0,0,0,non
8715,22/03/2022,HÔTEL DE TOURISME,4 étoiles,0,0,HÔTEL CHÂTEAU DE MONTREUIL,4 chaussée des Capucins,62170,MONTREUIL,https://www.chateaudemontreuil.com/,0,38,17,0,0,0,non
8716,17/11/2022,HÔTEL DE TOURISME,4 étoiles,0,0,HÔTEL CHÂTEAU DE MONTVILLARGENNE,6 Avenue François Mathet,60270,GOUVIEUX,https://www.chateaudemontvillargenne.com/,0,240,120,0,0,0,non
8717,29/06/2022,HÔTEL DE TOURISME,4 étoiles,0,0,HÔTEL CHÂTEAU DE NOIRIEUX,26 route du Moulin,49125,BRIOLLAY,https://www.chateaudenoirieux.com/fr/,0,45,19,0,0,0,non
8718,01/03/2022,HÔTEL DE TOURISME,5 étoiles,0,0,HÔTEL CHÂTEAU DE NOIZAY,Promenade de Waulsort,37210,NOIZAY,https://www.chateaudenoizay.com/,0,40,19,0,0,0,non
8719,02/01/2023,HÔTEL DE TOURISME,3 étoiles,0,0,HÔTEL CHÂTEAU DE POURTALÈS,161 rue Mélanie,67000,STRASBOURG,0,0,92,48,0,0,0,non
8720,29/09/2023,HÔTEL DE TOURISME,4 étoiles,0,0,HÔTEL CHÂTEAU DE PRAY,rue du Cèdre,37530,CHARGÉ,http://www.chateaudepray.fr/,0,51,19,0,0,0,non
8721,21/03/2022,HÔTEL DE TOURISME,3 étoiles,0,0,HÔTEL CHÂTEAU DE QUINÉVILLE,18 rue de l'Église,50310,QUINÉVILLE,0,0,60,30,0,0,0,non
8722,28/06/2022,HÔTEL DE TOURISME,4 étoiles,0,0,HÔTEL CHÂTEAU DE ROCHECOTTE,43 rue Dorothée de Dino,37130,0,0,0,82,37,0,0,0,non
8723,09/02/2022,HÔTEL DE TOURISME,4 étoiles,0,0,HÔTEL CHÂTEAU DE ROCHEGUDE,Place du Château,26790,ROCHEGUDE,0,0,55,25,0,0,0,non
8724,23/03/2022,HÔTEL DE TOURISME,5 étoiles,0,0,HÔTEL CHÂTEAU DE SACY,Rue des Croisettes,51500,SACY,0,0,24,12,0,0,0,non
8725,30/03/2022,HÔTEL DE TOURISME,5 étoiles,0,0,HÔTEL CHÂTEAU DE SAINT VIDAL,Château de Saint Vidal,43320,0,https://chateaudesaintvidal.com/,0,18,7,0,0,0,non
8726,21/01/2019,HÔTEL DE TOURISME,1 étoile,0,0,HÔTEL CHÂTEAU DE SISSI,Le Château,76540,0,0,0,56,28,0,0,0,oui
8727,21/06/2021,HÔTEL DE TOURISME,4 étoiles,0,0,HÔTEL CHÂTEAU DE TAULANE,Le Logis du Pin,83840,LA MARTRE,0,0,98,47,0,0,0,non
8728,18/03/2022,HÔTEL DE TOURISME,2 étoiles,0,0,HÔTEL CHÂTEAU DE TERRIDES,1721 route de Terrides,82100,LABOURGADE,https://chateaudeterrides.fr/,0,103,50,0,0,0,non
8729,30/10/2023,HÔTEL DE TOURISME,3 étoiles,0,0,HÔTEL CHÂTEAU DE TRIGANCE,Route du Château,83840,TRIGANCE,0,0,20,10,0,0,0,non
8730,14/10/2022,HÔTEL DE TOURISME,5 étoiles,0,0,HÔTEL CHÂTEAU DE VALMER,81 boulevard de Gigaro,83420,0,0,0,105,41,0,0,0,non
8731,04/08/2020,HÔTEL DE TOURISME,4 étoiles,0,0,HÔTEL CHÂTEAU DE VARENNE,0,30150,SAUVETERRE,http://www.chateaudevarenne.com,0,32,13,0,0,0,non
8732,07/05/2019,HÔTEL DE TOURISME,2 étoiles,0,0,HÔTEL CHÂTEAU DES CABRIÈRES,domaine de cabrières,30270,0,0,0,48,20,0,0,0,non
8733,26/10/2022,HÔTEL DE TOURISME,3 étoiles,0,0,HÔTEL CHÂTEAU DES HERBEYS,462 Chemin des Herbeys,05800,AUBESSAGNE,0,0,23,10,0,0,0,non
8734,25/11/2021,HÔTEL DE TOURISME,3 étoiles,0,0,HÔTEL CHÂTEAU DES JACOBINS,1 ter place des Jacobins,47000,AGEN,0,0,23,12,0,0,0,non
8735,07/07/2023,HÔTEL DE TOURISME,4 étoiles,0,0,HÔTEL CHÂTEAU DU CLAIR DE LUNE,48 avenue Alan Seeger,64200,BIARRITZ,https://www.hotelclairlune.fr/,0,38,18,0,0,0,non
8736,26/11/2019,HÔTEL DE TOURISME,3 étoiles,0,0,HÔTEL CHÂTEAU DU LANDEL,Le Landel,76220,BÉZANCOURT,0,0,37,17,0,0,0,non
8737,09/11/2021,HÔTEL DE TOURISME,5 étoiles,0,0,HÔTEL CHÂTEAU EZA,Rue la Pise,06360,ÈZE,https://www.chateaueza.com/fr/,0,28,14,0,0,0,non
8738,17/02/2022,HÔTEL DE TOURISME,4 étoiles,0,0,HÔTEL CHÂTEAU FRONTENAC,54 rue Pierre Charron,75008,PARIS 8E ARRONDISSEMENT,https://www.hfrontenac.com/,0,173,104,0,0,0,non
8739,02/12/2019,HÔTEL DE TOURISME,5 étoiles,0,0,HÔTEL CHÂTEAU LA CHENEVIÈRE,Escures,14520,COMMES,http://www.lacheneviere.com,0,72,29,0,0,0,non
8740,25/01/2021,HÔTEL DE TOURISME,3 étoiles,0,0,HÔTEL CHÂTEAU LE HAGET,Route de Mielan,32320,MONTESQUIOU,https://www.lehaget.com/fr/,0,20,10,0,0,0,non
8741,20/10/2021,HÔTEL DE TOURISME,4 étoiles,0,0,HÔTEL CHÂTEAU LE SALLAY,0,58470,0,https://fr.lesallay.fr/,0,27,11,0,0,0,non
8742,19/09/2019,HÔTEL DE TOURISME,5 étoiles,0,0,HÔTEL CHÂTEAU LES CRAYÈRES,64 boulevard Henry Vasnier,51100,REIMS,http://www.lescrayeres.com/,0,40,20,0,0,0,non
8743,25/06/2021,HÔTEL DE TOURISME,4 étoiles,0,0,HÔTEL CHÂTEAU PIZAY,443 route du Château,69220,0,0,0,124,62,0,0,0,non
8744,13/06/2019,HÔTEL DE TOURISME,5 étoiles,0,0,HÔTEL CHÂTEAU SAINT JEAN,Avenue Henri de la Tourfondue,03100,MONTLUÇON,0,0,34,17,0,0,0,non
8745,07/10/2020,HÔTEL DE TOURISME,4 étoiles,0,0,HÔTEL CHÂTEAU SAINT PIERRE DE SERJAC,D 30,34480,PUISSALICON,https://www.serjac.com/fr/,0,16,8,0,0,0,non
8746,15/11/2023,HÔTEL DE TOURISME,5 étoiles,0,0,0,8 route de Semur,21320,0,https://www.saintesabine.com/fr/,0,48,23,0,0,0,non
8747,30/11/2021,HÔTEL DE TOURISME,3 étoiles,0,0,HÔTEL CHÂTEAU VAL DE CÈZE,69 rue Léon Fontaine,30200,0,https://www.domainevaldeceze.fr/,0,50,22,0,0,0,non
8748,28/09/2021,HÔTEL DE TOURISME,5 étoiles,0,0,HÔTEL CHÂTEAU VOLTAIRE,0,75001,PARIS 1ER ARRONDISSEMENT,https://www.chateauvoltaire.com/,0,63,32,0,0,0,non
8749,03/05/2022,HÔTEL DE TOURISME,3 étoiles,0,0,HÔTEL CHÂTEAUDUN OPÉRA,30 rue de Châteaudun,75009,PARIS 9E ARRONDISSEMENT,https://www.hotelchateaudunopera.fr/,0,55,30,0,0,0,non
8750,02/01/2023,HÔTEL DE TOURISME,3 étoiles,0,0,HÔTEL CHÈVRE ET CHOU,1 rond point des acacias,43150,0,https://chevreetchou.com/,0,8,4,0,0,0,non
8751,19/12/2023,HÔTEL DE TOURISME,3 étoiles,0,0,HÔTEL CIGOLAND,Route de Sélestat,67600,KINTZHEIM,0,0,64,24,0,0,0,non
8752,05/05/2022,HÔTEL DE TOURISME,3 étoiles,0,0,HÔTEL CINÉPOLE,8 avenue des Platanes,94340,0,0,0,72,34,0,0,0,non
8753,11/01/2024,HÔTEL DE TOURISME,2 étoiles,0,0,HÔTEL CIRIUS,38 Boulevard du château,42210,0,https://cirius.fr/,0,97,46,0,0,0,non
8754,23/01/2024,HÔTEL DE TOURISME,2 étoiles,0,0,HÔTEL CIS PARIS RAVEL,6 avenue Maurice Ravel,75012,PARIS,0,0,197,109,0,0,0,non
8755,10/01/2024,HÔTEL DE TOURISME,3 étoiles,0,0,HÔTEL CITADINES MONTPARNASSE,67 avenue du Maine,75014,PARIS 14E ARRONDISSEMENT,0,0,134,67,0,0,0,non
8756,22/09/2022,HÔTEL DE TOURISME,4 étoiles,0,0,HÔTEL CITIZENM GARE DE LYON,8 Rue van Gogh,75012,PARIS 12E ARRONDISSEMENT,0,0,676,338,0,0,0,non
8757,01/07/2021,HÔTEL DE TOURISME,4 étoiles,0,0,HÔTEL CITIZENM PARIS AÉROPORT CHARLES DE GAULLE,7 rue de Rome,93290,0,0,0,460,230,0,0,0,non
8758,14/01/2022,HÔTEL DE TOURISME,4 étoiles,0,0,0,128 rue de la Boétie,75008,PARIS 8E ARRONDISSEMENT,0,0,302,151,0,0,0,non
8759,22/09/2022,HÔTEL DE TOURISME,4 étoiles,0,0,HÔTEL CITIZENM PARIS LA DÉFENSE,194 jardin de l'Arche,92000,NANTERRE,0,0,350,175,0,0,0,non
8760,16/02/2022,HÔTEL DE TOURISME,3 étoiles,0,0,HÔTEL CITOTEL GARE CENTRE VILLE,3 place François Mitterrand,62400,BÉTHUNE,0,0,41,18,0,0,0,non
8761,28/11/2022,HÔTEL DE TOURISME,3 étoiles,0,0,0,550 chemin vert,76220,0,0,0,118,57,0,0,0,non
8762,17/03/2023,HÔTEL DE TOURISME,2 étoiles,0,0,HÔTEL CITOTEL LES ALIZÉS,79 avenue de l'aéroport,87100,LIMOGES,0,0,79,36,0,0,0,non
8763,09/03/2022,HÔTEL DE TOURISME,2 étoiles,0,0,HÔTEL CITOTEL LES ELEÏS,58 avenue de la Ville,85200,0,0,0,64,30,0,0,0,non
8764,12/09/2023,HÔTEL DE TOURISME,2 étoiles,0,0,HÔTEL CITOTEL NORMANDY,120 avenue de Mazy,44380,PORNICHET,http://normandyhotel.fr,0,47,21,0,0,0,non
8765,22/03/2022,HÔTEL DE TOURISME,2 étoiles,0,0,HÔTEL CLAIR DE LIE,0,44330,VALLET,https://www.clairdelie.fr/fr/accueil/,0,54,21,0,0,0,non
8766,21/12/2023,HÔTEL DE TOURISME,3 étoiles,0,0,HÔTEL CLAIR DE LUNE,route de lévie,20124,ZONZA,http://www.hotelzonza.com/,0,40,16,0,0,0,non
8767,06/11/2020,HÔTEL DE TOURISME,3 étoiles,0,0,HÔTEL CLAIREFONT,526 avenue Albert 1er,83150,BANDOL,0,0,71,24,0,0,0,non
8768,12/12/2023,HÔTEL DE TOURISME,3 étoiles,0,0,HÔTEL CLAIREFONTAINE,11 rue Fermat,75014,PARIS,https://www.hotelclairefontaine.com/fr/,0,38,22,0,0,0,non
8769,20/06/2022,HÔTEL DE TOURISME,3 étoiles,0,0,HÔTEL CLAMADOR,0,13460,0,https://www.hotelclamador.com/,0,63,29,0,0,0,non
8770,24/03/2023,HÔTEL DE TOURISME,3 étoiles,0,0,HÔTEL CLAPCLAP STRASBOURG,0,67100,STRASBOURG,0,0,209,87,0,0,0,non
8771,29/07/2022,HÔTEL DE TOURISME,4 étoiles,0,0,HÔTEL CLARIDGE,37 rue de françois 1er,75008,PARIS 8E ARRONDISSEMENT,https://hotelclaridgeluxe.com/fr/,0,84,42,0,0,0,non
8772,17/01/2024,HÔTEL DE TOURISME,3 étoiles,0,0,HÔTEL CLARISSE,159 BOULEVARD LEFEBVRE,75015,PARIS,https://www.hotelclarisse.com/fr/,0,62,27,0,0,0,non
8773,25/05/2023,HÔTEL DE TOURISME,3 étoiles,0,0,HÔTEL CLAUDE BERNARD SAINT GERMAIN,43 Rue des écoles,75005,PARIS 5E ARRONDISSEMENT,https://www.hotelclaudebernardparis.com/,0,83,37,0,0,0,non
8774,14/11/2022,HÔTEL DE TOURISME,2 étoiles,0,0,HÔTEL CLAUZEL,33 rue des martyrs,75009,PARIS 9E ARRONDISSEMENT,http://www.hotelclauzel.fr/,0,86,38,0,0,0,non
8775,07/02/2022,HÔTEL DE TOURISME,3 étoiles,0,0,HÔTEL CLERMONT ESTAING,61 rue du Ressort,63100,0,https://www.hotelclermontestaing.com/,0,215,77,0,0,0,non
8776,23/05/2019,HÔTEL DE TOURISME,4 étoiles,0,0,0,1 AVENUE JULIEN,63100,0,0,0,272,125,0,0,0,non
8777,13/11/2023,HÔTEL DE TOURISME,2 étoiles,0,0,HÔTEL CLOS 85,85 route de l'océan,40260,LINXE,0,0,19,8,0,0,0,non
8778,20/02/2020,HÔTEL DE TOURISME,4 étoiles,0,0,HÔTEL CLOS CASTEL,13 avenue du 8 Mai 1945,47700,CASTELJALOUX,0,0,21,10,0,0,0,non
8779,07/11/2022,HÔTEL DE TOURISME,2 étoiles,0,0,HÔTEL CLOS DES IRIS,chemin de quinson,04360,0,http://www.closdesiris.fr,0,21,9,0,0,0,non
8780,20/02/2024,HÔTEL DE TOURISME,3 étoiles,0,0,HÔTEL CLOS FLEURI,134 Avenue Monseigneur de Langle,11400,CASTELNAUDARY,www.leclosfleuri.fr/,0,64,32,0,0,0,non
8781,13/10/2021,HÔTEL DE TOURISME,4 étoiles,0,0,HÔTEL CLOS MARCEL,410 allée de la Plage,74410,DUINGT,https://www.closmarcel.fr/,0,34,14,0,0,0,non
8782,02/06/2022,HÔTEL DE TOURISME,3 étoiles,0,0,0,25 rue du Petit Mouësse,58000,NEVERS,0,0,37,17,0,0,0,non
8783,20/02/2023,HÔTEL DE TOURISME,4 étoiles,0,0,0,20 rue du portail Boquier,84000,AVIGNON,0,0,175,80,0,0,0,non
8784,25/02/2022,HÔTEL DE TOURISME,3 étoiles,0,0,HÔTEL CLUB EL PARADISO,71 porte de France,06500,MENTON,0,0,82,39,0,0,0,non
8785,27/05/2019,HÔTEL DE TOURISME,3 étoiles,0,0,HÔTEL CLUB JOSEPH CHARLES,Route de Bastia,20220,0,0,0,98,42,0,0,0,non
8786,07/07/2022,VILLAGE DE VACANCES,3 étoiles,0,NON,HÔTEL CLUB LE BALCON DES ÉCRINS,462 Charrière grande de Pra Goudin,05160,RÉALLON,https://www.lebalcondesecrins.com/,FORMULE_PENSION,94,0,0,0,37,non
8787,26/07/2023,HÔTEL DE TOURISME,3 étoiles,0,0,HÔTEL CLUB LE CAPET,35 avenue Georges Pompidou,83120,0,0,0,205,91,0,0,0,non
8788,04/01/2024,HÔTEL DE TOURISME,3 étoiles,0,0,HÔTEL CLUB LE RISOUX,675 rue du crêtet,39220,0,http://www.hotelclublerisoux.com/,0,158,55,0,0,0,non
8789,03/10/2022,HÔTEL DE TOURISME,3 étoiles,0,0,HÔTEL CLUB MARINA VIVA,Marina Viva,20166,0,https://www.marinaviva.fr/,0,958,378,0,0,0,non
8790,02/07/2021,HÔTEL DE TOURISME,4 étoiles,0,0,HÔTEL CLUB PORT LA GALÈRE,27 avenue de la Réale Cité Marine de Port La Galère,06590,0,http://www.clubportlagalere.com/,0,36,17,0,0,0,non
8791,29/09/2021,HÔTEL DE TOURISME,3 étoiles,0,0,HÔTEL CLUNY SQUARE,21 boulevard Saint Michel,75005,PARIS 5E ARRONDISSEMENT,0,0,58,30,0,0,0,non
8792,22/07/2022,HÔTEL DE TOURISME,3 étoiles,0,0,HÔTEL CLÉMENCEAU,4 cours Georges Clémenceau,33000,BORDEAUX,0,0,81,45,0,0,0,non
8793,15/03/2023,HÔTEL DE TOURISME,2 étoiles,0,0,HÔTEL CLÉMENT,6 rue Clément,75006,PARIS 6E ARRONDISSEMENT,0,0,63,28,0,0,0,non
8794,17/10/2022,HÔTEL DE TOURISME,3 étoiles,0,0,HÔTEL CLÉRIA,0,56100,LORIENT,0,0,71,33,0,0,0,non
8795,26/09/2019,HÔTEL DE TOURISME,1 étoile,0,0,HÔTEL COCO ISLAND,21 avenue de la Mer,97460,0,0,0,47,22,0,0,0,non
8796,31/05/2021,HÔTEL DE TOURISME,3 étoiles,0,0,HÔTEL COCOON INN,20 place Verte,62780,CUCQ,https://cocooninnhotel.com/fr/,0,32,16,0,0,0,non
8797,14/09/2021,HÔTEL DE TOURISME,3 étoiles,0,0,HÔTEL CODALYSA,2 rue Charlie Chaplin,77200,TORCY,0,0,197,95,0,0,0,non
8798,06/07/2022,HÔTEL DE TOURISME,2 étoiles,0,0,HÔTEL COEUR DE LOIRE,3 rue Anatole Le Braz,44000,NANTES,https://coeurdeloirehotel.com/,0,30,15,0,0,0,non
8799,04/11/2019,HÔTEL DE TOURISME,2 étoiles,0,0,HÔTEL COEUR DES MONTAGNES,5000 route du Col de Romeyère,38680,RENCUREL,http://www.coeurdesmontagnes.com,0,34,16,0,0,0,non
8800,28/10/2021,HÔTEL DE TOURISME,3 étoiles,0,0,HÔTEL COEUR DES NEIGES,64 chemin du Vieux Pont,74170,0,https://hotelcoeurdesneiges.com/,0,34,15,0,0,0,non
8801,14/01/2022,HÔTEL DE TOURISME,2 étoiles,0,0,HÔTEL COLBERT,78 rue Colbert,37000,TOURS,0,0,22,9,0,0,0,non
8802,02/11/2021,HÔTEL DE TOURISME,3 étoiles,0,0,HÔTEL COLBERT,12 rue Bricka,06160,ANTIBES,0,0,66,32,0,0,0,non
8803,14/01/2022,HÔTEL DE TOURISME,4 étoiles,0,0,HÔTEL COLETTE,5 place de la Gare,06400,CANNES,https://www.hotelcolette.com/,0,77,45,0,0,0,non
8804,26/11/2021,HÔTEL DE TOURISME,2 étoiles,0,0,HÔTEL COLINETTE,16 avenue de la Grande Plage,17110,0,https://www.colinette.fr/,0,42,17,0,0,0,non
8805,10/03/2022,HÔTEL DE TOURISME,2 étoiles,0,0,0,33 rue de Verdun,34090,MONTPELLIER,https://www.hotelcolisee.com,0,47,19,0,0,0,non
8806,31/05/2022,HÔTEL DE TOURISME,2 étoiles,0,0,HÔTEL COLLIN,4 rue du Château,68480,FERRETTE,0,0,21,9,0,0,0,non
8807,17/03/2023,HÔTEL DE TOURISME,2 étoiles,0,0,HÔTEL COLMAR VIGNES,2 rue des trois châteaux,68420,EGUISHEIM,0,0,42,17,0,0,0,non
8808,24/10/2022,HÔTEL DE TOURISME,2 étoiles,0,0,HÔTEL COME INN,13 rue Albin HALLER,86000,POITIERS,0,0,101,44,0,0,0,non
8809,14/11/2023,HÔTEL DE TOURISME,4 étoiles,0,0,HÔTEL COMO LE MONTRACHET,10 place des marronniers,21190,0,0,0,60,30,0,0,0,non
8810,19/07/2023,HÔTEL DE TOURISME,4 étoiles,0,0,HÔTEL COMPAGNIE DES ILES LE JARDIN MAORE,Plage de NGOUJA,97620,CHIRONGUI,0,0,122,42,0,0,0,non
8811,08/11/2019,HÔTEL DE TOURISME,3 étoiles,0,0,HÔTEL COMTÉ DE NICE,25 Boulevard Marinoni,06310,0,0,0,64,32,0,0,0,non
8812,21/07/2022,HÔTEL DE TOURISME,2 étoiles,0,0,HÔTEL CONCORDE,73 rue Lacretelle,71000,MÂCON,http://hotelconcorde71.com/,0,32,11,0,0,0,non
8813,04/09/2023,HÔTEL DE TOURISME,2 étoiles,0,0,HÔTEL CONCORDE,12 rue béteille,12000,RODEZ,0,0,45,20,0,0,0,non
8814,02/03/2022,HÔTEL DE TOURISME,4 étoiles,0,0,HÔTEL CONCORDE MONTPARNASSE,40 rue du Commandant René Mouchotte,75014,PARIS 14E ARRONDISSEMENT,0,0,704,352,0,0,0,non
8815,13/04/2022,HÔTEL DE TOURISME,4 étoiles,0,0,HÔTEL CONCORDIA LE MANS CENTRE,16 avenue du Général Leclerc,72100,LE MANS,0,0,114,58,0,0,0,non
8816,21/02/2023,HÔTEL DE TOURISME,3 étoiles,0,0,HÔTEL CONCORTEL,21 Rue Pasquier,75008,PARIS 8E ARRONDISSEMENT,http://www.hotelconcortel.com,0,90,46,0,0,0,non
8817,21/06/2022,HÔTEL DE TOURISME,2 étoiles,0,0,HÔTEL CONFORT 09,3 Quai Armand Sylvestre,09400,0,0,0,33,14,0,0,0,non
8818,26/03/2019,HÔTEL DE TOURISME,3 étoiles,0,0,HÔTEL CONFÉRENCES ET SÉMINAIRES LE BISCHENBERG,17 Rue Raiffeisen,67870,BISCHOFFSHEIM,0,0,216,177,0,0,0,non
8819,27/02/2023,HÔTEL DE TOURISME,2 étoiles,0,0,HÔTEL CONSTANTIN,59 boulevard de Craponne,13200,ARLES,0,0,29,12,0,0,0,non
8820,29/11/2022,HÔTEL DE TOURISME,1 étoile,0,0,HÔTEL CONTINENTAL,10 rue François Gillet,42000,0,https://www.hotelcontinental42.fr/fr/,0,48,22,0,0,0,non
8821,07/10/2021,HÔTEL DE TOURISME,3 étoiles,0,0,HÔTEL CONTINENTAL,20 avenue Bernadette Soubirous,65100,LOURDES,0,0,78,39,0,0,0,non
8822,09/07/2021,HÔTEL DE TOURISME,2 étoiles,0,0,HÔTEL CONTINENTAL,65 rue Nationale,74500,0,0,0,60,29,0,0,0,non
